,dst,src,timestamp
0,203.69.42.35,172.16.2.13,1191849715.749708
1,203.69.42.35,172.16.2.13,1191849718.690012
2,172.16.2.13,203.69.42.35,1191849719.009955
3,203.69.42.35,172.16.2.13,1191849719.011838
4,203.69.42.35,172.16.2.13,1191849719.011878
5,172.16.2.13,203.69.42.35,1191849719.330076
6,172.16.2.13,203.69.42.35,1191849719.338162
7,172.16.2.13,203.69.42.35,1191849719.341237
8,203.69.42.35,172.16.2.13,1191849719.342773
9,172.16.2.13,203.69.42.35,1191849719.667865
10,172.16.2.13,203.69.42.35,1191849719.670862
11,172.16.2.13,203.69.42.35,1191849719.673931
12,203.69.42.35,172.16.2.13,1191849719.69531
13,203.69.42.35,172.16.2.13,1191849719.695348
14,172.16.2.13,203.69.42.35,1191849720.019763
15,172.16.2.13,203.69.42.35,1191849720.022796
16,87.248.113.14,172.16.2.13,1191849739.781742
17,172.16.2.13,87.248.113.14,1191849739.965445
18,87.248.113.14,172.16.2.13,1191849739.967179
19,87.248.113.14,172.16.2.13,1191849739.967501
20,172.16.2.13,87.248.113.14,1191849740.021661
21,172.16.2.13,87.248.113.14,1191849740.022078
22,172.16.2.13,87.248.113.14,1191849742.96541
23,172.16.2.13,87.248.113.14,1191849748.965528
24,203.69.42.35,172.16.2.13,1191849763.81248
25,172.16.2.13,203.69.42.35,1191849764.133017
26,203.69.42.35,172.16.2.13,1191849764.137725
27,203.69.42.35,172.16.2.13,1191849764.137766
28,172.16.2.13,203.69.42.35,1191849764.49729
29,172.16.2.13,203.69.42.35,1191849764.507618
30,203.69.42.35,172.16.2.13,1191849764.509886
31,172.16.2.13,203.69.42.35,1191849764.51065
32,203.69.42.35,172.16.2.13,1191849764.512152
33,172.16.2.13,203.69.42.35,1191849764.841278
34,203.69.42.35,172.16.2.13,1191849764.8429
35,172.16.2.13,203.69.42.35,1191849764.84433
36,203.69.42.35,172.16.2.13,1191849764.847517
37,172.16.2.13,203.69.42.35,1191849764.848588
38,203.69.42.35,172.16.2.13,1191849764.87146
39,203.69.42.35,172.16.2.13,1191849764.871493
40,172.16.2.13,203.69.42.35,1191849765.198306
41,87.248.113.14,172.16.2.13,1191849787.849533
42,172.16.2.13,87.248.113.14,1191849787.920936
43,87.248.113.14,172.16.2.13,1191849787.92279
44,87.248.113.14,172.16.2.13,1191849787.922831
45,172.16.2.13,87.248.113.14,1191849787.977984
46,172.16.2.13,87.248.113.14,1191849787.978398
47,172.16.2.13,87.248.113.14,1191849790.920149
48,172.16.2.13,87.248.113.14,1191849796.920212
49,66.161.11.90,172.16.2.13,1191849811.88445
50,66.161.11.90,172.16.2.13,1191849814.8258
51,172.16.2.13,66.161.11.90,1191849815.008779
52,66.161.11.90,172.16.2.13,1191849815.010604
53,66.161.11.90,172.16.2.13,1191849815.010654
54,172.16.2.13,66.161.11.90,1191849815.193037
55,209.85.135.103,172.16.2.13,1191849835.914428
56,172.16.2.13,209.85.135.103,1191849835.959036
57,209.85.135.103,172.16.2.13,1191849835.962317
58,209.85.135.103,172.16.2.13,1191849835.962715
59,172.16.2.13,209.85.135.103,1191849836.004213
60,172.16.2.13,209.85.135.103,1191849836.287642
61,209.85.135.103,172.16.2.13,1191849836.293958
62,209.85.135.103,172.16.2.13,1191849836.293989
63,209.85.135.147,172.16.2.13,1191849836.296783
64,172.16.2.13,209.85.135.103,1191849836.334563
65,172.16.2.13,209.85.135.147,1191849836.360023
66,209.85.135.147,172.16.2.13,1191849836.363507
67,209.85.135.147,172.16.2.13,1191849836.363563
68,172.16.2.13,209.85.135.147,1191849836.392325
69,172.16.2.13,209.85.135.147,1191849836.404513
70,209.85.135.147,172.16.2.13,1191849836.406344
71,172.16.2.13,209.85.135.147,1191849836.40755
72,172.16.2.13,209.85.135.147,1191849836.40792
73,172.16.2.13,209.85.135.147,1191849836.407922
74,209.85.135.147,172.16.2.13,1191849836.409345
75,209.85.135.147,172.16.2.13,1191849836.431022
76,203.69.42.35,172.16.2.13,1191849859.948484
77,203.69.42.35,172.16.2.13,1191849862.893809
78,172.16.2.13,203.69.42.35,1191849863.212556
79,203.69.42.35,172.16.2.13,1191849863.214418
80,203.69.42.35,172.16.2.13,1191849863.214459
81,172.16.2.13,203.69.42.35,1191849863.532663
82,172.16.2.13,203.69.42.35,1191849863.540598
83,172.16.2.13,203.69.42.35,1191849863.543677
84,203.69.42.35,172.16.2.13,1191849863.545193
85,172.16.2.13,203.69.42.35,1191849863.870145
86,172.16.2.13,203.69.42.35,1191849863.87318
87,203.69.42.35,172.16.2.13,1191849863.875448
88,172.16.2.13,203.69.42.35,1191849863.876253
89,203.69.42.35,172.16.2.13,1191849863.876569
90,172.16.2.13,203.69.42.35,1191849864.200158
91,172.16.2.13,203.69.42.35,1191849864.203212
92,87.248.113.14,172.16.2.13,1191849883.982407
93,172.16.2.13,87.248.113.14,1191849884.040054
94,87.248.113.14,172.16.2.13,1191849884.043735
95,87.248.113.14,172.16.2.13,1191849884.043778
96,172.16.2.13,87.248.113.14,1191849884.098133
97,172.16.2.13,87.248.113.14,1191849884.09856
98,172.16.2.13,87.248.113.14,1191849887.039984
99,172.16.2.13,87.248.113.14,1191849893.04249
100,66.161.11.90,172.16.2.13,1191849908.020338
101,66.161.11.90,172.16.2.13,1191849910.961831
102,172.16.2.13,66.161.11.90,1191849911.1447
103,66.161.11.90,172.16.2.13,1191849911.153778
104,66.161.11.90,172.16.2.13,1191849911.15382
105,172.16.2.13,66.161.11.90,1191849911.336608
106,209.85.135.103,172.16.2.13,1191849932.055954
107,172.16.2.13,209.85.135.103,1191849932.105009
108,209.85.135.103,172.16.2.13,1191849932.108544
109,209.85.135.103,172.16.2.13,1191849932.1086
110,172.16.2.13,209.85.135.103,1191849932.149375
111,172.16.2.13,209.85.135.103,1191849932.158356
112,209.85.135.103,172.16.2.13,1191849932.16067
113,209.85.135.103,172.16.2.13,1191849932.160706
114,209.85.135.147,172.16.2.13,1191849932.163455
115,172.16.2.13,209.85.135.103,1191849932.200908
116,172.16.2.13,209.85.135.147,1191849932.205001
117,209.85.135.147,172.16.2.13,1191849932.206785
118,209.85.135.147,172.16.2.13,1191849932.206842
119,172.16.2.13,209.85.135.147,1191849932.236495
120,172.16.2.13,209.85.135.147,1191849932.264605
121,172.16.2.13,209.85.135.147,1191849932.267617
122,172.16.2.13,209.85.135.147,1191849932.267882
123,172.16.2.13,209.85.135.147,1191849932.267884
124,209.85.135.147,172.16.2.13,1191849932.26943
125,209.85.135.147,172.16.2.13,1191849932.292817
126,66.161.11.90,172.16.2.13,1191849956.089967
127,66.161.11.90,172.16.2.13,1191849959.030155
128,172.16.2.13,66.161.11.90,1191849959.223902
129,66.161.11.90,172.16.2.13,1191849959.227361
130,66.161.11.90,172.16.2.13,1191849959.227415
131,172.16.2.13,66.161.11.90,1191849959.412013
132,87.248.113.14,172.16.2.13,1191849980.121506
133,172.16.2.13,87.248.113.14,1191849980.17895
134,87.248.113.14,172.16.2.13,1191849980.180496
135,87.248.113.14,172.16.2.13,1191849980.180883
136,172.16.2.13,87.248.113.14,1191849980.234822
137,172.16.2.13,87.248.113.14,1191849980.235274
138,172.16.2.13,87.248.113.14,1191849983.178034
139,172.16.2.13,87.248.113.14,1191849989.178242
140,213.16.101.134,172.16.2.13,1191850004.153201
141,172.16.2.13,213.16.101.134,1191850004.239574
142,202.43.195.13,172.16.2.13,1191850004.244686
143,202.43.195.13,172.16.2.13,1191850007.196343
144,172.16.2.13,202.43.195.13,1191850007.514455
145,202.43.195.13,172.16.2.13,1191850007.516312
146,202.43.195.13,172.16.2.13,1191850007.516351
147,172.16.2.13,202.43.195.13,1191850007.83552
148,172.16.2.13,202.43.195.13,1191850007.835976
149,202.43.195.13,172.16.2.13,1191850007.838286
150,202.43.195.13,172.16.2.13,1191850007.838318
151,213.16.101.134,172.16.2.13,1191850007.839451
152,172.16.2.13,213.16.101.134,1191850007.947832
153,203.84.202.164,172.16.2.13,1191850007.954905
154,172.16.2.13,202.43.195.13,1191850008.155609
155,172.16.2.13,203.84.202.164,1191850008.314949
156,203.84.202.164,172.16.2.13,1191850008.318565
157,203.84.202.164,172.16.2.13,1191850008.318604
158,203.84.202.164,172.16.2.13,1191850011.303884
159,172.16.2.13,203.84.202.164,1191850011.314309
160,203.84.202.164,172.16.2.13,1191850011.315753
161,203.84.202.164,172.16.2.13,1191850017.312303
162,172.16.2.13,203.84.202.164,1191850017.314114
163,203.84.202.164,172.16.2.13,1191850017.315583
164,172.16.2.13,203.84.202.164,1191850029.313707
165,203.84.202.164,172.16.2.13,1191850029.31523
166,203.84.202.164,172.16.2.13,1191850029.32926
167,203.84.202.164,172.16.2.13,1191850053.26321
168,203.84.202.164,172.16.2.13,1191850101.33119
169,209.85.135.103,172.16.2.13,1191850220.464198
170,172.16.2.13,209.85.135.103,1191850220.49783
171,209.85.135.103,172.16.2.13,1191850220.502508
172,209.85.135.103,172.16.2.13,1191850220.502569
173,172.16.2.13,209.85.135.103,1191850220.543973
174,172.16.2.13,209.85.135.103,1191850220.55586
175,209.85.135.103,172.16.2.13,1191850220.558367
176,209.85.135.103,172.16.2.13,1191850220.5584
177,209.85.135.147,172.16.2.13,1191850220.561251
178,172.16.2.13,209.85.135.103,1191850220.598514
179,172.16.2.13,209.85.135.147,1191850220.630073
180,209.85.135.147,172.16.2.13,1191850220.631923
181,209.85.135.147,172.16.2.13,1191850220.631986
182,172.16.2.13,209.85.135.147,1191850220.660597
183,172.16.2.13,209.85.135.147,1191850220.675946
184,172.16.2.13,209.85.135.147,1191850220.676213
185,172.16.2.13,209.85.135.147,1191850220.676216
186,209.85.135.147,172.16.2.13,1191850220.677834
187,209.85.135.147,172.16.2.13,1191850220.678371
188,172.16.2.13,209.85.135.147,1191850220.949104
189,209.85.135.147,172.16.2.13,1191850220.972202
190,209.85.135.147,172.16.2.13,1191850220.97224
191,203.69.42.35,172.16.2.13,1191850244.48715
192,172.16.2.13,203.69.42.35,1191850244.850126
193,203.69.42.35,172.16.2.13,1191850244.852071
194,203.69.42.35,172.16.2.13,1191850244.85211
195,172.16.2.13,203.69.42.35,1191850245.171869
196,172.16.2.13,203.69.42.35,1191850245.189718
197,172.16.2.13,203.69.42.35,1191850245.192807
198,203.69.42.35,172.16.2.13,1191850245.198628
199,203.69.42.35,172.16.2.13,1191850245.636929
200,87.248.113.14,172.16.2.13,1191850268.526074
201,172.16.2.13,87.248.113.14,1191850268.666934
202,87.248.113.14,172.16.2.13,1191850268.66857
203,87.248.113.14,172.16.2.13,1191850268.669136
204,172.16.2.13,87.248.113.14,1191850268.722524
205,172.16.2.13,87.248.113.14,1191850268.723552
206,172.16.2.13,87.248.113.14,1191850271.665907
207,172.16.2.13,87.248.113.14,1191850277.665934
208,66.161.11.90,172.16.2.13,1191850292.55983
209,66.161.11.90,172.16.2.13,1191850295.505891
210,172.16.2.13,66.161.11.90,1191850295.689059
211,66.161.11.90,172.16.2.13,1191850295.690888
212,66.161.11.90,172.16.2.13,1191850295.690929
213,172.16.2.13,66.161.11.90,1191850295.877091
214,202.43.195.13,172.16.2.13,1191850316.594216
215,202.43.195.13,172.16.2.13,1191850319.538265
216,172.16.2.13,202.43.195.13,1191850319.858515
217,202.43.195.13,172.16.2.13,1191850319.864383
218,202.43.195.13,172.16.2.13,1191850319.864706
219,172.16.2.13,202.43.195.13,1191850320.202736
220,172.16.2.13,202.43.195.13,1191850320.202762
221,202.43.195.13,172.16.2.13,1191850320.214765
222,202.43.195.13,172.16.2.13,1191850320.214806
223,203.84.202.164,172.16.2.13,1191850320.218606
224,172.16.2.13,202.43.195.13,1191850320.535523
225,172.16.2.13,203.84.202.164,1191850320.646584
226,203.84.202.164,172.16.2.13,1191850320.6542
227,203.84.202.164,172.16.2.13,1191850320.654238
228,203.84.202.164,172.16.2.13,1191850323.644942
229,172.16.2.13,203.84.202.164,1191850323.646434
230,203.84.202.164,172.16.2.13,1191850323.652898
231,172.16.2.13,203.84.202.164,1191850329.646036
232,203.84.202.164,172.16.2.13,1191850329.649289
233,203.84.202.164,172.16.2.13,1191850329.652502
234,203.84.202.164,172.16.2.13,1191850341.569893
235,172.16.2.13,203.84.202.164,1191850341.64545
236,203.84.202.164,172.16.2.13,1191850341.646796
237,203.84.202.164,172.16.2.13,1191850365.603439
238,203.84.202.164,172.16.2.13,1191850413.573219
239,66.161.11.90,172.16.2.13,1191850532.900454
240,66.161.11.90,172.16.2.13,1191850535.844286
241,172.16.2.13,66.161.11.90,1191850536.026845
242,66.161.11.90,172.16.2.13,1191850536.028701
243,66.161.11.90,172.16.2.13,1191850536.028741
244,172.16.2.13,66.161.11.90,1191850536.211149
245,209.85.135.103,172.16.2.13,1191850556.932332
246,172.16.2.13,209.85.135.103,1191850556.977361
247,209.85.135.103,172.16.2.13,1191850556.979193
248,209.85.135.103,172.16.2.13,1191850556.97925
249,172.16.2.13,209.85.135.103,1191850557.020105
250,172.16.2.13,209.85.135.103,1191850557.025557
251,209.85.135.103,172.16.2.13,1191850557.027932
252,209.85.135.103,172.16.2.13,1191850557.02825
253,209.85.135.147,172.16.2.13,1191850557.030967
254,172.16.2.13,209.85.135.103,1191850557.068208
255,172.16.2.13,209.85.135.147,1191850557.068817
256,209.85.135.147,172.16.2.13,1191850557.070349
257,209.85.135.147,172.16.2.13,1191850557.070683
258,172.16.2.13,209.85.135.147,1191850557.100332
259,172.16.2.13,209.85.135.147,1191850557.112577
260,172.16.2.13,209.85.135.147,1191850557.115585
261,172.16.2.13,209.85.135.147,1191850557.115863
262,172.16.2.13,209.85.135.147,1191850557.115865
263,209.85.135.147,172.16.2.13,1191850557.117428
264,209.85.135.147,172.16.2.13,1191850557.121625
265,87.248.113.14,172.16.2.13,1191850580.968244
266,172.16.2.13,87.248.113.14,1191850581.028478
267,87.248.113.14,172.16.2.13,1191850581.03045
268,87.248.113.14,172.16.2.13,1191850581.030809
269,172.16.2.13,87.248.113.14,1191850581.084875
270,172.16.2.13,87.248.113.14,1191850581.085314
271,172.16.2.13,87.248.113.14,1191850584.027316
272,172.16.2.13,87.248.113.14,1191850590.027542
273,202.43.195.13,172.16.2.13,1191850605.002435
274,202.43.195.13,172.16.2.13,1191850607.946323
275,172.16.2.13,202.43.195.13,1191850608.265802
276,202.43.195.13,172.16.2.13,1191850608.269476
277,202.43.195.13,172.16.2.13,1191850608.269537
278,172.16.2.13,202.43.195.13,1191850608.5904
279,172.16.2.13,202.43.195.13,1191850608.590887
280,202.43.195.13,172.16.2.13,1191850608.593316
281,202.43.195.13,172.16.2.13,1191850608.59335
282,203.84.202.164,172.16.2.13,1191850608.598675
283,172.16.2.13,202.43.195.13,1191850608.912086
284,172.16.2.13,203.84.202.164,1191850608.926191
285,203.84.202.164,172.16.2.13,1191850608.927776
286,203.84.202.164,172.16.2.13,1191850608.928164
287,203.84.202.164,172.16.2.13,1191850611.752159
288,172.16.2.13,203.84.202.164,1191850611.922481
289,203.84.202.164,172.16.2.13,1191850611.923861
290,203.84.202.164,172.16.2.13,1191850617.760295
291,172.16.2.13,203.84.202.164,1191850617.921928
292,203.84.202.164,172.16.2.13,1191850617.925133
293,172.16.2.13,203.84.202.164,1191850629.932677
294,203.84.202.164,172.16.2.13,1191850629.936783
295,203.84.202.164,172.16.2.13,1191850653.811227
296,203.84.202.164,172.16.2.13,1191850701.779106
297,203.69.42.35,172.16.2.13,1191850821.308894
298,203.69.42.35,172.16.2.13,1191850824.254242
299,172.16.2.13,203.69.42.35,1191850824.572848
300,203.69.42.35,172.16.2.13,1191850824.574482
301,203.69.42.35,172.16.2.13,1191850824.574807
302,172.16.2.13,203.69.42.35,1191850824.89221
303,172.16.2.13,203.69.42.35,1191850824.900205
304,172.16.2.13,203.69.42.35,1191850824.903272
305,203.69.42.35,172.16.2.13,1191850824.904953
306,172.16.2.13,203.69.42.35,1191850825.229194
307,172.16.2.13,203.69.42.35,1191850825.232249
308,172.16.2.13,203.69.42.35,1191850825.235318
309,203.69.42.35,172.16.2.13,1191850825.23727
310,203.69.42.35,172.16.2.13,1191850825.237674
311,172.16.2.13,203.69.42.35,1191850825.561521
312,172.16.2.13,203.69.42.35,1191850825.564491
313,202.43.195.13,172.16.2.13,1191850845.340137
314,202.43.195.13,172.16.2.13,1191850848.286342
315,172.16.2.13,202.43.195.13,1191850848.60591
316,202.43.195.13,172.16.2.13,1191850848.607784
317,202.43.195.13,172.16.2.13,1191850848.607826
